Id;R;Rm;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au;Qt.A;Affidabilita;Gf_per_90;Ass_per_90;Gs_per_90;Disciplina;Au_per_90;Indice_Rigorista
4958;D;"Ds;Dc";Caldirola;Monza;14;5,75;5,61;0;0;0;0;0;0;0;4;0;0;2;0.3684210526315789;0.0;0.0;0.0;-0.14285714285714285;0.0;0.0
6638;D;Dc;Marin R.;Napoli;3;6;5,83;0;0;0;0;0;0;0;1;0;0;2;0.07894736842105263;0.0;0.0;0.0;-0.16666666666666666;0.0;0.0
6663;D;Dc;Circati;Parma;6;5,83;5,75;0;0;0;0;0;0;0;1;0;0;2;0.15789473684210525;0.0;0.0;0.0;-0.08333333333333333;0.0;0.0
6533;D;Dc;Giannetti L.;Udinese;13;5,69;5,46;1;0;0;0;0;0;0;4;0;2;2;0.34210526315789475;0.07692307692307693;0.0;0.0;-0.15384615384615385;0.15384615384615385;0.0
5484;D;Dc;Svoboda;Venezia;16;5,69;5,84;1;0;0;0;0;0;0;1;0;0;2;0.42105263157894735;0.0625;0.0;0.0;-0.03125;0.0;0.0
6673;D;"B;Ds;E";Sverko;Venezia;14;5,75;5,86;1;0;0;0;0;0;0;3;0;0;2;0.3684210526315789;0.07142857142857142;0.0;0.0;-0.10714285714285714;0.0;0.0
6639;D;"Ds;E";Frese;Verona;7;5,79;5,79;0;0;0;0;0;0;0;0;0;0;2;0.18421052631578946;0.0;0.0;0.0;-0.0;0.0;0.0
6820;D;E;Sosa B.;Torino;18;5,72;5,72;0;0;0;0;0;0;0;0;0;0;2;0.47368421052631576;0.0;0.0;0.0;-0.0;0.0;0.0
4284;D;"E;M";Sergi Roberto;Como;12;6;5,92;0;0;0;0;0;0;1;4;0;0;2;0.3157894736842105;0.0;0.08333333333333333;0.0;-0.16666666666666666;0.0;0.0
6874;D;Dc;Palacios T.;Monza;6;5,25;5,08;0;0;0;0;0;0;0;2;0;0;2;0.15789473684210525;0.0;0.0;0.0;-0.16666666666666666;0.0;0.0
5856;D;"Dd;E";Sambia;Empoli;7;5,86;5,86;0;0;0;0;0;0;0;0;0;0;2;0.18421052631578946;0.0;0.0;0.0;-0.0;0.0;0.0
6496;D;"Ds;E";Bartesaghi;Milan;3;5,33;5;0;0;0;0;0;0;0;0;1;0;2;0.07894736842105263;0.0;0.0;0.0;-1.0;0.0;0.0
6965;D;"Ds;E";Lovik;Parma;4;5,75;5,75;0;0;0;0;0;0;0;0;0;0;2;0.10526315789473684;0.0;0.0;0.0;-0.0;0.0;0.0
6977;D;Dc;Otoa;Genoa;3;5,17;4,67;0;0;0;0;0;0;0;1;1;0;2;0.07894736842105263;0.0;0.0;0.0;-1.1666666666666667;0.0;0.0
6978;D;Dc;Lekovic;Monza;6;4,75;4,42;0;0;0;0;0;0;0;0;0;1;2;0.15789473684210525;0.0;0.0;0.0;-0.0;0.16666666666666666;0.0
6993;D;Dc;Brorsson;Monza;4;5,38;5,38;0;0;0;0;0;0;0;0;0;0;2;0.10526315789473684;0.0;0.0;0.0;-0.0;0.0;0.0
5526;D;Dc;Scalvini;Atalanta;4;5,5;5,25;0;0;0;0;0;0;0;2;0;0;1;0.10526315789473684;0.0;0.0;0.0;-0.25;0.0;0.0
6654;D;"Dd;E";Iovine;Como;7;5,64;5,5;0;0;0;0;0;0;0;2;0;0;1;0.18421052631578946;0.0;0.0;0.0;-0.14285714285714285;0.0;0.0
4386;D;"Ds;E";Sala M.;Lecce;6;5,67;5,5;0;0;0;0;0;0;0;3;0;0;1;0.15789473684210525;0.0;0.0;0.0;-0.25;0.0;0.0
327;D;"Dd;Dc";Patric;Lazio;8;5,62;5,88;1;0;0;0;0;0;0;2;0;0;1;0.21052631578947367;0.125;0.0;0.0;-0.125;0.0;0.0
5812;D;"Dd;E";Terracciano F.;Milan;7;5,71;5,57;0;0;0;0;0;0;0;3;0;0;1;0.18421052631578946;0.0;0.0;0.0;-0.21428571428571427;0.0;0.0
253;D;"B;Dd;Ds";D'Ambrosio;Monza;17;5,59;5,47;0;0;0;0;0;0;0;2;1;0;1;0.4473684210526316;0.0;0.0;0.0;-0.23529411764705882;0.0;0.0
5481;D;E;Mazzocchi;Napoli;10;5,7;5,65;0;0;0;0;0;0;0;2;0;0;1;0.2631578947368421;0.0;0.0;0.0;-0.1;0.0;0.0
5327;D;Dc;Osorio;Parma;3;5,17;5,17;0;0;0;0;0;0;0;0;0;0;1;0.07894736842105263;0.0;0.0;0.0;-0.0;0.0;0.0
581;D;"Dd;E";Faraoni;Verona;6;5,67;5,67;0;0;0;0;0;0;0;0;0;0;1;0.15789473684210525;0.0;0.0;0.0;-0.0;0.0;0.0
6681;D;"Dd;E";Sagrado;Venezia;3;5,5;5,33;0;0;0;0;0;0;0;1;0;0;1;0.07894736842105263;0.0;0.0;0.0;-0.16666666666666666;0.0;0.0
6803;D;"Ds;E";Rouhi;Juventus;4;5,62;5,62;0;0;0;0;0;0;0;0;0;0;1;0.10526315789473684;0.0;0.0;0.0;-0.0;0.0;0.0
6885;D;"Dd;E";Abdulhamid;Roma;4;5,75;6;0;0;0;0;0;0;1;0;0;0;1;0.10526315789473684;0.0;0.25;0.0;-0.0;0.0;0.0
6149;D;"Ds;E";Carboni F.;Venezia;5;5,9;5,7;0;0;0;0;0;0;0;2;0;0;1;0.13157894736842105;0.0;0.0;0.0;-0.2;0.0;0.0
6890;D;Dc;Moreno M.;Fiorentina;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0;1;0.07894736842105263;0.0;0.0;0.0;-0.0;0.0;0.0
5554;D;"Dd;Dc";Daniliuc;Verona;14;5,39;5,39;0;0;0;0;0;0;0;0;0;0;1;0.3684210526315789;0.0;0.0;0.0;-0.0;0.0;0.0
5900;D;Dc;Toure' I.s.;Udinese;11;5,59;5,41;1;0;0;0;0;0;0;2;2;1;1;0.2894736842105263;0.09090909090909091;0.0;0.0;-0.6363636363636364;0.09090909090909091;0.0
6992;D;"B;Dd;E";Oyegoke;Verona;3;5,83;5,67;0;0;0;0;0;0;0;1;0;0;1;0.07894736842105263;0.0;0.0;0.0;-0.16666666666666666;0.0;0.0
2167;C;W;Orsolini;Bologna;29;6,53;8,19;15;0;0;3;3;0;4;2;0;0;36;0.7631578947368421;0.5172413793103449;0.13793103448275862;0.0;-0.034482758620689655;0.0;10.5
4777;C;"M;C";McTominay;Napoli;34;6,56;7,66;12;0;0;0;0;0;3;3;0;0;30;0.8947368421052632;0.35294117647058826;0.08823529411764706;0.0;-0.04411764705882353;0.0;0.0
2423;C;"T;A";Pulisic;Milan;34;6,38;7,49;11;0;0;4;3;1;8;1;0;0;28;0.8947368421052632;0.3235294117647059;0.23529411764705882;0.0;-0.014705882352941176;0.0;7.5
5564;C;W;Ndoye;Bologna;29;6,47;7,36;8;0;0;2;2;0;4;4;0;0;26;0.7631578947368421;0.27586206896551724;0.13793103448275862;0.0;-0.06896551724137931;0.0;7.5
6224;C;C;Reijnders;Milan;37;6,31;7,18;10;0;0;0;0;0;4;2;1;0;25;0.9736842105263158;0.2702702702702703;0.10810810810810811;0.0;-0.10810810810810811;0.0;0.0
632;C;"W;A";Zaccagni;Lazio;34;6,28;7,01;8;0;0;2;2;0;6;10;0;0;23;0.8947368421052632;0.23529411764705882;0.17647058823529413;0.0;-0.14705882352941177;0.0;7.5
4892;C;W;Saelemaekers;Roma;22;6,39;7,36;7;0;0;0;0;0;3;5;0;0;22;0.5789473684210527;0.3181818181818182;0.13636363636363635;0.0;-0.11363636363636363;0.0;0.0
4220;C;"M;C";Zambo Anguissa;Napoli;35;6,41;6,97;6;0;0;0;0;0;4;5;0;0;22;0.9210526315789473;0.17142857142857143;0.11428571428571428;0.0;-0.07142857142857142;0.0;0.0
6875;C;"T;A";Paz N.;Como;33;6,38;6,95;6;0;0;1;0;1;7;6;0;0;22;0.868421052631579;0.18181818181818182;0.21212121212121213;0.0;-0.09090909090909091;0.0;-1.5
4486;C;W;Strefezza;Como;37;6,27;6,8;6;0;0;0;0;0;4;5;0;0;21;0.9736842105263158;0.16216216216216217;0.10810810810810811;0.0;-0.06756756756756757;0.0;0.0
2194;C;"M;C";Calhanoglu;Inter;28;6,34;6,89;5;0;0;4;3;1;6;5;0;0;20;0.7368421052631579;0.17857142857142858;0.21428571428571427;0.0;-0.08928571428571429;0.0;7.5
1870;C;C;Barella;Inter;33;6,26;6,65;3;0;0;0;0;0;6;4;0;0;19;0.868421052631579;0.09090909090909091;0.18181818181818182;0.0;-0.06060606060606061;0.0;0.0
5562;C;"M;C";Thuram K.;Juventus;33;6,3;6,74;4;0;0;0;0;0;5;5;0;0;19;0.868421052631579;0.12121212121212122;0.15151515151515152;0.0;-0.07575757575757576;0.0;0.0
4662;C;W;Weah;Juventus;26;6,13;6,69;5;0;0;0;0;0;1;4;0;0;18;0.6842105263157895;0.19230769230769232;0.038461538461538464;0.0;-0.07692307692307693;0.0;0.0
1933;C;"M;C";Mandragora;Fiorentina;27;6,19;6,67;4;0;0;1;1;0;4;7;0;0;17;0.7105263157894737;0.14814814814814814;0.14814814814814814;0.0;-0.12962962962962962;0.0;4.5
4349;C;"M;C";Nicolussi Caviglia;Venezia;35;6,2;6,53;4;0;0;0;0;0;3;5;1;0;17;0.9210526315789473;0.11428571428571428;0.08571428571428572;0.0;-0.15714285714285714;0.0;0.0
5687;C;T;Vlasic;Torino;30;6,07;6,67;5;0;0;2;2;0;3;0;0;0;17;0.7894736842105263;0.16666666666666666;0.1;0.0;-0.0;0.0;7.5
6831;C;"W;A";Neres;Napoli;25;6,32;6,72;2;0;0;0;0;0;5;2;0;0;17;0.6578947368421053;0.08;0.2;0.0;-0.04;0.0;0.0
22;C;"M;C";De Roon;Atalanta;36;6,15;6,53;4;0;0;0;0;0;4;5;0;0;16;0.9473684210526315;0.1111111111111111;0.1111111111111111;0.0;-0.06944444444444445;0.0;0.0
5792;C;"M;C";Ederson D.s.;Atalanta;36;6,17;6,49;4;0;0;0;0;0;2;3;1;0;16;0.9473684210526315;0.1111111111111111;0.05555555555555555;0.0;-0.125;0.0;0.0
6010;C;"C;T";Fazzini;Empoli;20;6,42;6,98;4;0;0;0;0;0;1;2;1;0;16;0.5263157894736842;0.2;0.05;0.0;-0.2;0.0;0.0
5875;C;"M;C";Adli;Fiorentina;22;6,2;6,95;4;0;0;0;0;0;6;1;1;0;16;0.5789473684210527;0.18181818181818182;0.2727272727272727;0.0;-0.1590909090909091;0.0;0.0
2848;C;"C;T";Frattesi;Inter;23;6,02;6,72;5;0;0;0;0;0;1;1;0;0;15;0.6052631578947368;0.21739130434782608;0.043478260869565216;0.0;-0.021739130434782608;0.0;0.0
536;C;W;Politano;Napoli;37;6,11;6,42;3;0;0;0;0;0;4;3;0;0;15;0.9736842105263158;0.08108108108108109;0.10810810810810811;0.0;-0.04054054054054054;0.0;0.0
5393;C;"W;A";Man;Parma;32;5,95;6,45;4;0;0;0;0;0;4;0;0;0;15;0.8421052631578947;0.125;0.125;0.0;-0.0;0.0;0.0
779;C;"M;C";Cristante;Roma;28;6,2;6,59;4;0;0;0;0;0;3;8;0;0;15;0.7368421052631579;0.14285714285714285;0.10714285714285714;0.0;-0.14285714285714285;0.0;0.0
795;C;W;El Shaarawy;Roma;21;6,19;6,71;3;0;0;0;0;0;3;2;0;0;15;0.5526315789473685;0.14285714285714285;0.14285714285714285;0.0;-0.047619047619047616;0.0;0.0
6218;C;"W;T;A";Oristanio;Venezia;37;6,05;6,34;3;0;0;0;0;0;3;3;0;0;15;0.9736842105263158;0.08108108108108109;0.08108108108108109;0.0;-0.04054054054054054;0.0;0.0
4947;C;"M;C";Brescianini;Atalanta;23;6,13;6,72;4;0;0;0;0;0;2;1;0;0;15;0.6052631578947368;0.17391304347826086;0.08695652173913043;0.0;-0.021739130434782608;0.0;0.0
5589;C;"M;C";Kone' M.;Roma;33;6,26;6,38;2;0;0;0;0;0;1;6;0;0;15;0.868421052631579;0.06060606060606061;0.030303030303030304;0.0;-0.09090909090909091;0.0;0.0
6967;C;"W;A";Diao;Como;14;6,5;7,93;7;0;0;0;0;0;0;2;0;0;15;0.3684210526315789;0.5;0.0;0.0;-0.07142857142857142;0.0;0.0
5685;C;T;Koopmeiners;Juventus;28;5,98;6,39;3;0;0;0;0;0;4;3;0;0;14;0.7368421052631579;0.10714285714285714;0.14285714285714285;0.0;-0.05357142857142857;0.0;0.0
5559;C;"W;T";Da Cunha;Como;35;6,1;6,36;3;0;0;0;0;0;2;4;0;0;14;0.9210526315789473;0.08571428571428572;0.05714285714285714;0.0;-0.05714285714285714;0.0;0.0
6884;C;"W;A";Conceicao;Juventus;25;6,12;6,5;3;0;0;0;0;0;3;3;1;0;14;0.6578947368421053;0.12;0.12;0.0;-0.18;0.0;0.0
788;C;"M;C";Freuler;Bologna;37;6,19;6,22;1;0;0;0;0;0;1;6;0;0;13;0.9736842105263158;0.02702702702702703;0.02702702702702703;0.0;-0.08108108108108109;0.0;0.0
4965;C;"M;C";Marin;Cagliari;27;6,07;6,41;3;0;0;2;2;0;2;4;0;0;13;0.7105263157894737;0.1111111111111111;0.07407407407407407;0.0;-0.07407407407407407;0.0;7.5
827;C;"M;C";Locatelli;Juventus;35;6,19;6,26;2;0;0;1;1;0;1;9;0;0;13;0.9210526315789473;0.05714285714285714;0.02857142857142857;0.0;-0.12857142857142856;0.0;4.5
4896;C;"T;A";Maldini;Atalanta;27;6,02;6,59;6;0;0;0;0;0;0;5;0;0;13;0.7105263157894737;0.2222222222222222;0.0;0.0;-0.09259259259259259;0.0;0.0
4423;C;C;Hernani;Parma;25;6,08;6,42;3;0;0;3;3;0;3;7;0;0;13;0.6578947368421053;0.12;0.12;0.0;-0.14;0.0;10.5
5319;C;C;Sohm;Parma;37;6,03;6,26;4;0;0;0;0;0;0;7;0;0;13;0.9736842105263158;0.10810810810810811;0.0;0.0;-0.0945945945945946;0.0;0.0
6020;C;"C;W";Ellertsson;Venezia;35;6,01;6,21;2;0;0;0;0;0;2;2;0;0;13;0.9210526315789473;0.05714285714285714;0.05714285714285714;0.0;-0.02857142857142857;0.0;0.0
6889;C;"W;T";Anjorin;Empoli;22;6,3;6,64;2;0;0;0;0;0;3;3;0;0;13;0.5789473684210527;0.09090909090909091;0.13636363636363635;0.0;-0.06818181818181818;0.0;0.0
5036;C;C;Caqueret;Como;16;6,34;6,78;2;0;0;0;0;0;3;4;0;0;13;0.42105263157894735;0.125;0.1875;0.0;-0.125;0.0;0.0
4479;C;"W;T";Elmas;Torino;13;6,12;7,04;4;0;0;0;0;0;0;0;0;0;13;0.34210526315789475;0.3076923076923077;0.0;0.0;-0.0;0.0;0.0
6206;C;"C;T";Fabbian;Bologna;22;6,09;6,48;3;0;0;0;0;0;0;2;0;0;12;0.5789473684210527;0.13636363636363635;0.0;0.0;-0.045454545454545456;0.0;0.0
5858;C;"C;T";Ferguson;Bologna;14;6,11;6,39;1;0;0;1;1;0;1;0;0;0;12;0.3684210526315789;0.07142857142857142;0.07142857142857142;0.0;-0.0;0.0;4.5
2529;C;C;Mkhitaryan;Inter;32;6,06;6,25;1;0;0;0;0;0;5;4;0;0;12;0.8421052631578947;0.03125;0.15625;0.0;-0.0625;0.0;0.0
4973;C;"M;C";McKennie;Juventus;31;5,94;6,18;2;0;0;0;0;0;3;3;0;0;12;0.8157894736842105;0.06451612903225806;0.0967741935483871;0.0;-0.04838709677419355;0.0;0.0
333;C;"M;C";Cataldi;Fiorentina;24;6,04;6,4;3;0;0;0;0;0;0;1;0;0;12;0.631578947368421;0.125;0.0;0.0;-0.020833333333333332;0.0;0.0
6629;C;"C;T";Dele-Bashiru;Lazio;17;6,06;6,65;3;0;0;0;0;0;1;0;0;0;12;0.4473684210526316;0.17647058823529413;0.058823529411764705;0.0;-0.0;0.0;0.0
4856;C;"W;A";Chukwueze;Milan;16;6,09;6,78;3;0;0;0;0;0;2;0;0;0;12;0.42105263157894735;0.1875;0.125;0.0;-0.0;0.0;0.0
4364;C;T;Gaetano;Cagliari;27;6,04;6,41;2;0;0;0;0;0;4;0;0;0;12;0.7105263157894737;0.07407407407407407;0.14814814814814814;0.0;-0.0;0.0;0.0
468;C;"M;C";Paredes;Roma;20;6,28;6,68;3;0;0;2;2;0;1;4;0;0;12;0.5263157894736842;0.15;0.05;0.0;-0.1;0.0;7.5
6684;C;"C;T";Ekkelenkamp;Udinese;33;5,97;6,27;3;0;0;0;0;0;2;2;0;0;12;0.868421052631579;0.09090909090909091;0.06060606060606061;0.0;-0.030303030303030304;0.0;0.0
4686;C;"M;C";Fofana Y.;Milan;34;6,03;6,22;1;0;0;0;0;0;6;5;0;0;12;0.8947368421052632;0.029411764705882353;0.17647058823529413;0.0;-0.07352941176470588;0.0;0.0
6984;C;"W;A";Ondrejka;Parma;10;6,35;7,85;5;0;0;0;0;0;0;0;0;0;12;0.2631578947368421;0.5;0.0;0.0;-0.0;0.0;0.0
2077;C;"C;T";Pasalic;Atalanta;33;5,91;6,14;3;0;0;1;0;1;2;1;0;0;11;0.868421052631579;0.09090909090909091;0.06060606060606061;0.0;-0.015151515151515152;0.0;-1.5
5878;C;T;Colpani;Fiorentina;24;5,81;6,04;2;0;0;0;0;0;0;1;0;0;11;0.631578947368421;0.08333333333333333;0.0;0.0;-0.020833333333333332;0.0;0.0
5813;C;"C;T";Miretti;Genoa;25;5,98;6,42;3;0;0;0;0;0;3;2;0;0;11;0.6578947368421053;0.12;0.12;0.0;-0.04;0.0;0.0
181;C;"M;C";Vecino;Lazio;18;6,14;6,44;2;0;0;0;0;0;3;7;0;0;11;0.47368421052631576;0.1111111111111111;0.16666666666666666;0.0;-0.19444444444444445;0.0;0.0
4186;C;C;Guendouzi;Lazio;37;6,04;6,07;1;0;0;0;0;0;2;8;0;0;11;0.9736842105263158;0.02702702702702703;0.05405405405405406;0.0;-0.10810810810810811;0.0;0.0
530;C;"C;T";Pellegrini Lo.;Roma;25;5,68;5,88;2;0;0;1;1;0;1;4;0;0;11;0.6578947368421053;0.08;0.04;0.0;-0.08;0.0;4.5
6170;C;C;Gineitis;Torino;28;5,95;6,21;3;0;0;0;0;0;1;5;0;0;11;0.7368421052631579;0.10714285714285714;0.03571428571428571;0.0;-0.08928571428571429;0.0;0.0
5119;C;T;Samardzic;Atalanta;28;6,09;6,25;2;0;0;0;0;0;0;3;0;0;11;0.7368421052631579;0.07142857142857142;0.0;0.0;-0.05357142857142857;0.0;0.0
5998;C;"E;W";Zerbin;Venezia;18;6;6,11;1;0;0;0;0;0;1;4;0;0;11;0.47368421052631576;0.05555555555555555;0.05555555555555555;0.0;-0.1111111111111111;0.0;0.0
5888;C;"C;T";Casadei;Torino;15;6,03;6,27;1;0;0;0;0;0;1;1;0;0;11;0.39473684210526316;0.06666666666666667;0.06666666666666667;0.0;-0.03333333333333333;0.0;0.0
4658;C;W;Ikone';Como;23;5,96;6,2;2;0;0;0;0;0;0;1;0;0;10;0.6052631578947368;0.08695652173913043;0.0;0.0;-0.021739130434782608;0.0;0.0
5791;C;"E;M";Frendrup;Genoa;35;6;6,04;2;0;0;0;0;0;0;5;0;1;10;0.9210526315789473;0.05714285714285714;0.0;0.0;-0.07142857142857142;0.02857142857142857;0.0
5719;C;"M;C";Asllani;Inter;16;6,16;6,56;2;0;0;2;2;0;2;3;0;0;10;0.42105263157894735;0.125;0.125;0.0;-0.09375;0.0;7.5
4911;C;C;Douglas Luiz;Juventus;15;5,87;5,8;0;0;0;0;0;0;0;2;0;0;10;0.39473684210526316;0.0;0.0;0.0;-0.06666666666666667;0.0;0.0
6634;C;W;Tete Morente;Lecce;30;5,87;6,15;3;0;0;0;0;0;2;5;0;0;10;0.7894736842105263;0.1;0.06666666666666667;0.0;-0.08333333333333333;0.0;0.0
5298;C;"M;C";Pobega;Bologna;20;6,05;6,25;2;0;0;0;0;0;2;4;2;0;10;0.5263157894736842;0.1;0.1;0.0;-0.4;0.0;0.0
6666;C;"C;T";Bernabe';Parma;19;6,29;6,47;1;0;0;0;0;0;1;1;0;0;10;0.5;0.05263157894736842;0.05263157894736842;0.0;-0.02631578947368421;0.0;0.0
5850;C;C;Lovric;Udinese;35;5,96;6,11;2;0;0;0;0;0;2;5;0;0;10;0.9210526315789473;0.05714285714285714;0.05714285714285714;0.0;-0.07142857142857142;0.0;0.0
5504;C;"M;C";Coulibaly L.;Lecce;37;5,96;6;1;0;0;0;0;0;0;3;0;0;10;0.9736842105263158;0.02702702702702703;0.0;0.0;-0.04054054054054054;0.0;0.0
6024;C;"M;C";Sulemana I.;Atalanta;6;6,17;7,08;2;0;0;0;0;0;0;1;0;0;9;0.15789473684210525;0.3333333333333333;0.0;0.0;-0.08333333333333333;0.0;0.0
4870;C;"M;C";Adopo;Cagliari;34;5,87;5,91;1;0;0;0;0;0;1;3;1;0;9;0.8947368421052632;0.029411764705882353;0.029411764705882353;0.0;-0.1323529411764706;0.0;0.0
440;C;"C;T";Viola;Cagliari;25;5,94;6,3;3;0;0;0;0;0;1;2;0;0;9;0.6578947368421053;0.12;0.04;0.0;-0.04;0.0;0.0
152;C;"C;T";Zielinski;Inter;20;5,98;6,32;2;0;0;2;2;0;1;0;0;0;9;0.5263157894736842;0.1;0.05;0.0;-0.0;0.0;7.5
4459;C;"M;C";Rovella;Lazio;33;6,11;6;0;0;0;0;0;0;3;13;0;0;9;0.868421052631579;0.0;0.09090909090909091;0.0;-0.19696969696969696;0.0;0.0
4199;C;"C;T";Loftus-Cheek;Milan;18;5,86;5,78;0;0;0;0;0;0;0;3;0;0;9;0.47368421052631576;0.0;0.0;0.0;-0.08333333333333333;0.0;0.0
4287;C;"M;C";Lobotka;Napoli;31;6,05;6,03;0;0;0;0;0;0;1;3;0;0;9;0.8157894736842105;0.0;0.03225806451612903;0.0;-0.04838709677419355;0.0;0.0
5453;C;"M;C";Ricci S.;Torino;34;6,06;6,03;1;0;0;0;0;0;1;8;1;0;9;0.8947368421052632;0.029411764705882353;0.029411764705882353;0.0;-0.20588235294117646;0.0;0.0
5507;C;C;Busio;Venezia;31;5,9;6,03;2;0;0;0;0;0;0;4;0;0;9;0.8157894736842105;0.06451612903225806;0.0;0.0;-0.06451612903225806;0.0;0.0
236;C;W;Lazovic;Verona;24;5,94;6,31;2;0;0;1;1;0;3;0;0;0;9;0.631578947368421;0.08333333333333333;0.125;0.0;-0.0;0.0;4.5
6815;C;"W;A";Fadera;Como;24;6;6,19;1;0;0;0;0;0;3;1;1;0;9;0.631578947368421;0.041666666666666664;0.125;0.0;-0.14583333333333334;0.0;0.0
6994;C;"C;T";Perez K.;Venezia;16;6,03;6,16;1;0;0;0;0;0;1;4;0;0;9;0.42105263157894735;0.0625;0.0625;0.0;-0.125;0.0;0.0
1871;C;"M;C";Deiola;Cagliari;25;5,98;6,14;2;0;0;0;0;0;1;6;0;0;8;0.6578947368421053;0.08;0.04;0.0;-0.12;0.0;0.0
4498;C;"C;T";Henderson L.;Empoli;34;5,91;5,88;0;0;0;0;0;0;4;10;0;0;8;0.8947368421052632;0.0;0.11764705882352941;0.0;-0.14705882352941177;0.0;0.0
4992;C;W;Gyasi;Empoli;37;5,84;5,91;2;0;0;0;0;0;1;5;0;1;8;0.9736842105263158;0.05405405405405406;0.02702702702702703;0.0;-0.06756756756756757;0.02702702702702703;0.0
5516;C;"M;C";Bianco;Monza;35;5,91;5,87;1;0;0;0;0;0;0;9;0;0;8;0.9210526315789473;0.02857142857142857;0.0;0.0;-0.12857142857142856;0.0;0.0
4465;C;"C;T";Fagioli;Fiorentina;24;5,92;6,04;1;0;0;0;0;0;2;4;0;0;8;0.631578947368421;0.041666666666666664;0.08333333333333333;0.0;-0.08333333333333333;0.0;0.0
4342;C;"M;C";Duda;Verona;28;5,98;5,95;1;0;0;0;0;0;3;10;2;0;8;0.7368421052631579;0.03571428571428571;0.10714285714285714;0.0;-0.39285714285714285;0.0;0.0
6190;C;C;Pisilli;Roma;24;5,98;6,12;2;0;0;0;0;0;1;7;0;0;8;0.631578947368421;0.08333333333333333;0.041666666666666664;0.0;-0.14583333333333334;0.0;0.0
5872;C;"C;T";Helgason;Lecce;17;6,03;6,26;0;0;0;0;0;0;4;0;0;0;8;0.4473684210526316;0.0;0.23529411764705882;0.0;-0.0;0.0;0.0
6904;C;"W;T";Yeboah J.;Venezia;28;5,91;5,98;1;0;0;0;0;0;2;6;0;0;8;0.7368421052631579;0.03571428571428571;0.07142857142857142;0.0;-0.10714285714285714;0.0;0.0
5131;C;"M;C";Gilmour;Napoli;17;6;6,06;0;0;0;0;0;0;1;0;0;0;8;0.4473684210526316;0.0;0.058823529411764705;0.0;-0.0;0.0;0.0
6917;C;C;Masini;Genoa;18;6,06;6,17;1;0;0;0;0;0;0;2;0;0;8;0.47368421052631576;0.05555555555555555;0.0;0.0;-0.05555555555555555;0.0;0.0
2766;C;"T;A";Zaniolo;Fiorentina;18;6,03;6,22;2;0;0;0;0;0;1;6;1;0;7;0.47368421052631576;0.1111111111111111;0.05555555555555555;0.0;-0.3333333333333333;0.0;0.0
2839;C;W;Sottil;Milan;21;5,95;6,12;1;0;0;0;0;0;1;1;0;0;7;0.5526315789473685;0.047619047619047616;0.047619047619047616;0.0;-0.023809523809523808;0.0;0.0
4970;C;"C;W";Messias;Genoa;16;6;6,03;1;0;0;1;0;1;1;1;0;0;7;0.42105263157894735;0.0625;0.0625;0.0;-0.03125;0.0;-1.5
6394;C;"M;C";Ramadani;Lecce;27;5,85;5,94;1;0;0;0;0;0;1;3;0;0;7;0.7105263157894737;0.037037037037037035;0.037037037037037035;0.0;-0.05555555555555555;0.0;0.0
5880;C;"E;W";Ciurria;Monza;17;5,79;6;1;0;0;0;0;0;1;1;0;0;7;0.4473684210526316;0.058823529411764705;0.058823529411764705;0.0;-0.029411764705882353;0.0;0.0
5423;C;"M;C";Bove;Fiorentina;12;6,29;6,58;1;0;0;0;0;0;2;3;0;0;7;0.3157894736842105;0.08333333333333333;0.16666666666666666;0.0;-0.125;0.0;0.0
5422;C;W;Zalewski;Inter;19;6,03;6,21;1;0;0;0;0;0;2;3;0;0;7;0.5;0.05263157894736842;0.10526315789473684;0.0;-0.07894736842105263;0.0;0.0
5823;C;"T;A";Baldanzi;Roma;21;6;6,14;1;0;0;0;0;0;1;2;0;0;7;0.5526315789473685;0.047619047619047616;0.047619047619047616;0.0;-0.047619047619047616;0.0;0.0
6683;C;"M;C";Doumbia I.;Venezia;19;5,95;5,95;0;0;0;0;0;0;0;0;0;0;7;0.5;0.0;0.0;0.0;-0.0;0.0;0.0
6821;C;"E;C";Hainaut;Parma;22;5,86;6,07;2;0;0;0;0;0;0;3;0;0;7;0.5789473684210527;0.09090909090909091;0.0;0.0;-0.06818181818181818;0.0;0.0
6015;C;"C;T";Berisha M.;Lecce;14;6,07;5,96;0;0;0;0;0;0;1;5;0;0;7;0.3684210526315789;0.0;0.07142857142857142;0.0;-0.17857142857142858;0.0;0.0
6151;C;"M;C";Perrone;Como;25;5,94;5,94;0;0;0;0;0;0;3;6;0;0;7;0.6578947368421053;0.0;0.12;0.0;-0.12;0.0;0.0
6908;C;"M;C";Atta;Udinese;23;6;5,89;0;0;0;0;0;0;0;5;0;0;7;0.6052631578947368;0.0;0.0;0.0;-0.10869565217391304;0.0;0.0
4677;C;"W;A";Cornet;Genoa;6;6,08;7,25;2;0;0;0;0;0;1;0;0;0;7;0.15789473684210525;0.3333333333333333;0.16666666666666666;0.0;-0.0;0.0;0.0
6761;C;"M;C";Veiga R.;Juventus;13;6,08;6;0;0;0;0;0;0;0;2;0;0;7;0.34210526315789475;0.0;0.0;0.0;-0.07692307692307693;0.0;0.0
