Id;R;Rm;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au;Qt.A;Affidabilita;Gf_per_90;Ass_per_90;Gs_per_90;Disciplina;Au_per_90;Indice_Rigorista
6459;C;"W;A";Karlsson;Lecce;17;5,82;6,09;2;0;0;1;1;0;0;3;0;0;6;0.4473684210526316;0.11764705882352941;0.0;0.0;-0.08823529411764706;0.0;4.5
6232;C;"M;C";Makoumbou;Cagliari;32;5,73;5,77;0;0;0;0;0;0;3;2;1;0;6;0.8421052631578947;0.0;0.09375;0.0;-0.125;0.0;0.0
27;C;"M;C";Grassi;Empoli;28;5,91;5,84;1;0;0;0;0;0;0;8;1;0;6;0.7368421052631579;0.03571428571428571;0.0;0.0;-0.25;0.0;0.0
170;C;"M;C";Badelj;Genoa;22;5,98;6,05;1;0;0;0;0;0;0;3;0;0;6;0.5789473684210527;0.045454545454545456;0.0;0.0;-0.06818181818181818;0.0;0.0
4427;C;"C;T";Malinovskyi;Genoa;9;6,33;6,44;0;0;0;0;0;0;2;2;0;0;6;0.23684210526315788;0.0;0.2222222222222222;0.0;-0.1111111111111111;0.0;0.0
4377;C;"C;T";Castrovilli;Monza;14;5,89;5,89;0;0;0;0;0;0;0;0;0;0;6;0.3684210526315789;0.0;0.0;0.0;-0.0;0.0;0.0
6481;C;C;Payero;Udinese;25;5,9;5,96;1;0;0;0;0;0;1;5;0;0;6;0.6578947368421053;0.04;0.04;0.0;-0.1;0.0;0.0
6458;C;"M;C";Serdar;Verona;21;5,79;6,02;2;0;0;0;0;0;1;2;1;0;6;0.5526315789473685;0.09523809523809523;0.047619047619047616;0.0;-0.19047619047619047;0.0;0.0
6486;C;"W;T";Suslov;Verona;31;5,84;5,76;0;0;0;0;0;0;1;5;1;0;6;0.8157894736842105;0.0;0.03225806451612903;0.0;-0.1774193548387097;0.0;0.0
6680;C;"M;C";Karlstrom;Udinese;37;5,85;5,78;0;0;0;0;0;0;2;9;0;0;6;0.9736842105263158;0.0;0.05405405405405406;0.0;-0.12162162162162163;0.0;0.0
6804;C;"M;C";Richardson;Fiorentina;25;5,78;5,84;1;0;0;0;0;0;1;5;0;0;6;0.6578947368421053;0.04;0.04;0.0;-0.1;0.0;0.0
6900;C;"E;W";Rui Modesto;Udinese;13;5,96;6,04;0;0;0;0;0;0;1;1;0;0;6;0.34210526315789475;0.0;0.07692307692307693;0.0;-0.038461538461538464;0.0;0.0
6640;C;"E;W";Felici;Cagliari;18;5,83;5,97;0;0;0;0;0;0;3;1;0;0;5;0.47368421052631576;0.0;0.16666666666666666;0.0;-0.027777777777777776;0.0;0.0
6633;C;"M;C";Pierret;Lecce;30;5,75;5,72;0;0;0;0;0;0;0;2;0;0;5;0.7894736842105263;0.0;0.0;0.0;-0.03333333333333333;0.0;0.0
6212;C;"M;C";Zarraga;Udinese;18;5,78;5,94;1;0;0;0;0;0;0;0;0;0;5;0.47368421052631576;0.05555555555555555;0.0;0.0;-0.0;0.0;0.0
2117;C;"C;T";Kastanos;Verona;22;5,89;5,95;1;0;0;0;0;0;0;4;0;0;5;0.5789473684210527;0.045454545454545456;0.0;0.0;-0.09090909090909091;0.0;0.0
6676;C;"M;C";Engelhardt;Como;16;5,81;5,97;1;0;0;0;0;0;1;3;0;0;5;0.42105263157894735;0.0625;0.0625;0.0;-0.09375;0.0;0.0
1978;C;"C;T";Sensi;Monza;7;5,93;6,36;1;0;0;1;1;0;0;0;0;0;5;0.18421052631578946;0.14285714285714285;0.0;0.0;-0.0;0.0;4.5
6898;C;"M;C";Keita M.;Parma;28;5,73;5,66;0;0;0;0;0;0;1;4;1;0;5;0.7368421052631579;0.0;0.03571428571428571;0.0;-0.17857142857142858;0.0;0.0
6980;C;W;Venturino;Genoa;3;6,83;8,83;2;0;0;0;0;0;0;0;0;0;5;0.07894736842105263;0.6666666666666666;0.0;0.0;-0.0;0.0;0.0
7028;C;"M;C";Bernede;Verona;12;5,79;5,96;1;0;0;0;0;0;0;2;0;0;5;0.3157894736842105;0.08333333333333333;0.0;0.0;-0.08333333333333333;0.0;0.0
6054;C;"M;C";Moro N.;Bologna;16;6;6,03;0;0;0;0;0;0;1;1;0;0;4;0.42105263157894735;0.0;0.0625;0.0;-0.03125;0.0;0.0
5425;C;"C;W;T";Urbanski;Monza;12;5,88;6;1;0;0;0;0;0;0;3;0;0;4;0.3157894736842105;0.08333333333333333;0.0;0.0;-0.125;0.0;0.0
5286;C;"M;C";Akpa Akpro;Monza;14;5,57;5,43;0;0;0;0;0;0;0;4;0;0;4;0.3684210526315789;0.0;0.0;0.0;-0.14285714285714285;0.0;0.0
6410;C;"M;C";Kaba;Lecce;12;5,88;5,83;0;0;0;0;0;0;0;1;0;0;4;0.3157894736842105;0.0;0.0;0.0;-0.041666666666666664;0.0;0.0
5295;C;"C;W";Musah;Milan;26;5,69;5,67;0;0;0;0;0;0;2;5;0;0;4;0.6842105263157895;0.0;0.07692307692307693;0.0;-0.09615384615384616;0.0;0.0
6252;C;"C;T";Folorunsho;Fiorentina;13;5,96;5,77;0;0;0;0;0;0;0;5;0;0;4;0.34210526315789475;0.0;0.0;0.0;-0.19230769230769232;0.0;0.0
2008;C;"M;C";Linetty;Torino;22;5,77;5,77;1;0;0;0;0;0;0;6;0;0;4;0.5789473684210527;0.045454545454545456;0.0;0.0;-0.13636363636363635;0.0;0.0
5007;C;C;Ilic;Torino;16;5,91;5,97;1;0;0;0;0;0;0;4;0;0;4;0.42105263157894735;0.0625;0.0;0.0;-0.125;0.0;0.0
5688;C;"W;T";Harroui;Verona;10;5,95;6,4;1;0;0;0;0;0;2;1;0;0;4;0.2631578947368421;0.1;0.2;0.0;-0.05;0.0;0.0
6969;C;"C;T";Billing;Napoli;6;5,92;6,33;1;0;0;0;0;0;0;1;0;0;4;0.15789473684210525;0.16666666666666666;0.0;0.0;-0.08333333333333333;0.0;0.0
6538;C;"M;C";Onana J.;Genoa;7;5,86;5,79;0;0;0;0;0;0;0;1;0;0;4;0.18421052631578946;0.0;0.0;0.0;-0.07142857142857142;0.0;0.0
6424;C;"M;C";Prati;Cagliari;10;5,85;5,8;0;0;0;0;0;0;0;1;0;0;3;0.2631578947368421;0.0;0.0;0.0;-0.05;0.0;0.0
4404;C;C;Thorsby;Genoa;27;5,78;5,65;0;0;0;0;0;0;1;5;0;1;3;0.7105263157894737;0.0;0.037037037037037035;0.0;-0.09259259259259259;0.037037037037037035;0.0
5919;C;W;Tchaouna;Lazio;20;5,72;5,78;1;0;0;0;0;0;0;2;1;0;3;0.5263157894736842;0.05;0.0;0.0;-0.2;0.0;0.0
5457;C;C;Maleh;Empoli;22;5,82;5,75;0;0;0;0;0;0;1;3;1;0;3;0.5789473684210527;0.0;0.045454545454545456;0.0;-0.20454545454545456;0.0;0.0
6524;C;"C;T";Zeroli;Monza;7;5,71;5,71;0;0;0;0;0;0;0;0;0;0;3;0.18421052631578946;0.0;0.0;0.0;-0.0;0.0;0.0
5992;C;"M;C";Bondo;Milan;22;5,91;5,77;0;0;0;0;0;0;0;4;1;0;3;0.5789473684210527;0.0;0.0;0.0;-0.22727272727272727;0.0;0.0
5421;C;"C;T";Camara D.;Parma;13;6,04;5,92;0;0;0;0;0;0;0;3;0;0;3;0.34210526315789475;0.0;0.0;0.0;-0.11538461538461539;0.0;0.0
4890;C;"M;C";Tameze;Torino;15;5,9;5,83;0;0;0;0;0;0;0;3;0;0;3;0.39473684210526316;0.0;0.0;0.0;-0.1;0.0;0.0
6191;C;"M;C";Belahyane;Lazio;26;5,77;5,69;0;0;0;0;0;0;2;4;2;0;3;0.6842105263157895;0.0;0.07692307692307693;0.0;-0.3076923076923077;0.0;0.0
6920;C;"E;W";Martins K.;Monza;6;5,92;6;0;0;0;0;0;0;1;1;0;0;3;0.15789473684210525;0.0;0.16666666666666666;0.0;-0.08333333333333333;0.0;0.0
6294;C;"M;C";Ndour;Fiorentina;7;5,71;5,64;0;0;0;0;0;0;0;1;0;0;3;0.18421052631578946;0.0;0.0;0.0;-0.07142857142857142;0.0;0.0
7019;C;"M;C";Gourna-Douath;Roma;5;5,9;5,7;0;0;0;0;0;0;0;2;0;0;3;0.13157894736842105;0.0;0.0;0.0;-0.2;0.0;0.0
5784;C;"C;T";Aebischer;Bologna;13;5,77;5,69;0;0;0;0;0;0;0;2;0;0;2;0.34210526315789475;0.0;0.0;0.0;-0.07692307692307693;0.0;0.0
6656;C;"M;C";Braunoder;Como;4;5,12;4,75;0;0;0;0;0;0;0;1;1;0;2;0.10526315789473684;0.0;0.0;0.0;-0.875;0.0;0.0
2161;C;"M;C";Haas;Empoli;6;6,08;6;0;0;0;0;0;0;0;1;0;0;2;0.15789473684210525;0.0;0.0;0.0;-0.08333333333333333;0.0;0.0
801;C;"M;C";Gagliardini;Monza;6;5,67;5,58;0;0;0;0;0;0;0;1;0;0;2;0.15789473684210525;0.0;0.0;0.0;-0.08333333333333333;0.0;0.0
2741;C;"M;C";Pessina;Monza;11;6,09;6;0;0;0;0;0;0;0;2;0;0;2;0.2894736842105263;0.0;0.0;0.0;-0.09090909090909091;0.0;0.0
6592;C;"W;T";Forson O.;Monza;6;5,67;5,67;0;0;0;0;0;0;0;0;0;0;2;0.15789473684210525;0.0;0.0;0.0;-0.0;0.0;0.0
5290;C;"M;C";Estevez;Parma;12;5,79;5,71;0;0;0;0;0;0;0;2;0;0;2;0.3157894736842105;0.0;0.0;0.0;-0.08333333333333333;0.0;0.0
526;C;C;Duncan;Venezia;14;5,86;5,79;0;0;0;0;0;0;0;2;0;0;2;0.3684210526315789;0.0;0.0;0.0;-0.07142857142857142;0.0;0.0
5485;C;"C;W";Bjarkason;Venezia;4;5,88;5,75;0;0;0;0;0;0;0;2;0;0;2;0.10526315789473684;0.0;0.0;0.0;-0.25;0.0;0.0
4376;C;"C;T";Zurkowski;Empoli;4;5,88;5,88;0;0;0;0;0;0;0;0;0;0;2;0.10526315789473684;0.0;0.0;0.0;-0.0;0.0;0.0
6922;C;"M;C";Kasa;Genoa;3;6;6;0;0;0;0;0;0;0;0;0;0;2;0.07894736842105263;0.0;0.0;0.0;-0.0;0.0;0.0
6963;C;"M;C";Condè;Venezia;3;5,83;5,67;0;0;0;0;0;0;0;2;0;0;2;0.07894736842105263;0.0;0.0;0.0;-0.3333333333333333;0.0;0.0
5540;C;"M;C";Niasse;Verona;11;5,5;5,32;0;0;0;0;0;0;0;4;0;0;2;0.2894736842105263;0.0;0.0;0.0;-0.18181818181818182;0.0;0.0
5397;C;"C;T";Kovalenko;Empoli;3;6;6;0;0;0;0;0;0;0;0;0;0;2;0.07894736842105263;0.0;0.0;0.0;-0.0;0.0;0.0
6222;C;"C;T";Rafia;Lecce;18;5,78;5,67;0;0;0;0;0;0;0;4;0;0;1;0.47368421052631576;0.0;0.0;0.0;-0.1111111111111111;0.0;0.0
5879;C;"T;A";Vignato S.;Monza;12;5,67;5,67;0;0;0;0;0;0;0;0;0;0;1;0.3157894736842105;0.0;0.0;0.0;-0.0;0.0;0.0
5486;C;C;Crnigoj;Venezia;5;5,9;5,9;0;0;0;0;0;0;0;0;0;0;1;0.13157894736842105;0.0;0.0;0.0;-0.0;0.0;0.0
5824;C;"T;A";Pafundi;Udinese;3;5,67;5,67;0;0;0;0;0;0;0;0;0;0;1;0.07894736842105263;0.0;0.0;0.0;-0.0;0.0;0.0
6228;A;Pc;Retegui;Atalanta;36;6,5;8,67;25;0;0;5;4;1;7;2;0;0;40;0.9473684210526315;0.6944444444444444;0.19444444444444445;0.0;-0.027777777777777776;0.0;10.5
2097;A;Pc;Kean;Fiorentina;32;6,42;8,08;19;0;0;2;1;1;2;6;0;0;34;0.8421052631578947;0.59375;0.0625;0.0;-0.09375;0.0;1.5
4730;A;A;Lookman;Atalanta;31;6,42;7,94;15;0;0;1;1;0;4;4;0;0;33;0.8157894736842105;0.4838709677419355;0.12903225806451613;0.0;-0.06451612903225806;0.0;4.5
4871;A;Pc;Thuram;Inter;32;6,33;7,75;14;0;0;0;0;0;4;1;0;0;30;0.8421052631578947;0.4375;0.125;0.0;-0.015625;0.0;0.0
2531;A;Pc;Lukaku;Napoli;36;6,29;7,57;14;0;0;4;3;1;9;4;0;0;30;0.9473684210526315;0.3888888888888889;0.25;0.0;-0.05555555555555555;0.0;7.5
2764;A;Pc;Martinez L.;Inter;31;6,19;7,44;12;0;0;0;0;0;3;1;0;0;26;0.8157894736842105;0.3870967741935484;0.0967741935483871;0.0;-0.016129032258064516;0.0;0.0
2489;A;A;Pedro;Lazio;28;6,21;7,27;10;0;0;2;2;0;1;3;0;0;25;0.7368421052631579;0.35714285714285715;0.03571428571428571;0.0;-0.05357142857142857;0.0;7.5
7008;A;Pc;Gimenez;Milan;12;5,88;6,75;5;0;0;1;0;1;1;3;1;0;25;0.3157894736842105;0.4166666666666667;0.08333333333333333;0.0;-0.375;0.0;-1.5
2841;A;Pc;Vlahovic;Juventus;25;6,12;7,38;10;0;0;4;4;0;3;3;0;0;24;0.6578947368421053;0.4;0.12;0.0;-0.06;0.0;13.5
6675;A;Pc;Dovbyk;Roma;32;6;7,19;12;0;0;2;2;0;2;0;0;0;23;0.8421052631578947;0.375;0.0625;0.0;-0.0;0.0;7.5
6434;A;A;Yildiz;Juventus;34;6,34;7,01;7;0;0;0;0;0;4;2;1;0;22;0.8947368421052632;0.20588235294117646;0.11764705882352941;0.0;-0.11764705882352941;0.0;0.0
6226;A;Pc;Castellanos;Lazio;29;6,29;7,17;10;0;0;3;2;1;3;7;1;0;22;0.7631578947368421;0.3448275862068966;0.10344827586206896;0.0;-0.22413793103448276;0.0;4.5
4510;A;A;Leao;Milan;34;6,19;7,06;8;0;0;0;0;0;8;5;0;0;22;0.8947368421052632;0.23529411764705882;0.23529411764705882;0.0;-0.07352941176470588;0.0;0.0
5734;A;"W;A";Soule';Roma;23;6,24;7,04;5;0;0;0;0;0;5;3;0;0;22;0.6052631578947368;0.21739130434782608;0.21739130434782608;0.0;-0.06521739130434782;0.0;0.0
5995;A;A;De Ketelaere;Atalanta;34;6,19;6,94;7;0;0;0;0;0;5;1;0;0;21;0.8947368421052632;0.20588235294117646;0.14705882352941177;0.0;-0.014705882352941176;0.0;0.0
4463;A;A;Esposito Se.;Empoli;33;6,17;6,79;8;0;0;2;1;1;0;1;0;0;21;0.868421052631579;0.24242424242424243;0.0;0.0;-0.015151515151515152;0.0;1.5
5800;A;A;Gudmundsson A.;Fiorentina;21;6,12;6,98;6;0;0;2;2;0;1;2;0;0;21;0.5526315789473685;0.2857142857142857;0.047619047619047616;0.0;-0.047619047619047616;0.0;7.5
6215;A;Pc;Lucca;Udinese;33;6,11;7,05;12;0;0;1;1;0;0;10;0;0;21;0.868421052631579;0.36363636363636365;0.0;0.0;-0.15151515151515152;0.0;4.5
5672;A;Pc;Dia;Lazio;35;6,01;6,87;9;0;0;0;0;0;4;2;0;0;21;0.9210526315789473;0.2571428571428571;0.11428571428571428;0.0;-0.02857142857142857;0.0;0.0
6435;A;Pc;Krstovic;Lecce;37;6,05;6,92;11;0;0;3;2;1;5;6;0;0;20;0.9736842105263158;0.2972972972972973;0.13513513513513514;0.0;-0.08108108108108109;0.0;4.5
309;A;A;Dybala;Roma;20;6,48;7,48;6;0;0;3;3;0;3;2;0;0;20;0.5263157894736842;0.3;0.15;0.0;-0.05;0.0;10.5
6646;A;A;Adams C.;Torino;35;6;6,76;9;0;0;1;0;1;4;3;0;0;20;0.9210526315789473;0.2571428571428571;0.11428571428571428;0.0;-0.04285714285714286;0.0;-1.5
5951;A;Pc;Kolo Muani;Juventus;16;6,22;7,78;8;0;0;1;1;0;1;0;0;0;20;0.42105263157894735;0.5;0.0625;0.0;-0.0;0.0;4.5
4359;A;Pc;Piccoli;Cagliari;37;6;6,76;10;0;0;1;1;0;1;6;0;0;19;0.9736842105263158;0.2702702702702703;0.02702702702702703;0.0;-0.08108108108108109;0.0;4.5
4371;A;A;Raspadori;Napoli;18;6,19;7,22;6;0;0;0;0;0;1;1;0;0;19;0.47368421052631576;0.3333333333333333;0.05555555555555555;0.0;-0.027777777777777776;0.0;0.0
2038;A;Pc;Pinamonti;Genoa;36;5,96;6,68;10;0;0;1;0;1;1;4;0;0;19;0.9473684210526315;0.2777777777777778;0.027777777777777776;0.0;-0.05555555555555555;0.0;-1.5
5311;A;Pc;Shomurodov;Roma;20;6,1;6,8;4;0;0;0;0;0;2;1;0;0;19;0.5263157894736842;0.2;0.1;0.0;-0.025;0.0;0.0
6895;A;A;Dominguez B.;Bologna;20;6,28;6,82;3;0;0;0;0;0;2;0;0;0;19;0.5263157894736842;0.15;0.1;0.0;-0.0;0.0;0.0
2765;A;A;Odgaard;Bologna;28;6,14;6,84;6;0;0;0;0;0;2;1;0;0;18;0.7368421052631579;0.21428571428571427;0.07142857142857142;0.0;-0.017857142857142856;0.0;0.0
6572;A;Pc;Castro S.;Bologna;33;6,17;6,76;8;0;0;1;0;1;4;8;0;1;18;0.868421052631579;0.24242424242424243;0.12121212121212122;0.0;-0.12121212121212122;0.030303030303030304;-1.5
2369;A;A;Thauvin;Udinese;24;6,31;7,19;8;0;0;3;1;2;3;0;0;0;18;0.631578947368421;0.3333333333333333;0.125;0.0;-0.0;0.0;-1.5
2155;A;Pc;Cutrone;Como;33;6,02;6,67;7;0;0;1;0;1;4;1;0;0;17;0.868421052631579;0.21212121212121213;0.12121212121212122;0.0;-0.015151515151515152;0.0;-1.5
6669;A;Pc;Bonny;Parma;37;6,03;6,51;6;0;0;3;2;1;4;2;0;0;17;0.9736842105263158;0.16216216216216217;0.10810810810810811;0.0;-0.02702702702702703;0.0;4.5
4436;A;A;Cambiaghi;Bologna;17;6,15;6,5;1;0;0;0;0;0;3;0;0;0;15;0.4473684210526316;0.058823529411764705;0.17647058823529413;0.0;-0.0;0.0;0.0
6409;A;A;Beltran L.;Fiorentina;30;5,98;6,42;5;0;0;3;2;1;4;6;0;0;15;0.7894736842105263;0.16666666666666666;0.13333333333333333;0.0;-0.1;0.0;4.5
4268;A;Pc;Arnautovic;Inter;14;6,14;7,11;4;0;0;0;0;0;2;2;0;0;14;0.3684210526315789;0.2857142857142857;0.14285714285714285;0.0;-0.07142857142857142;0.0;0.0
4923;A;Pc;Colombo;Empoli;36;5,9;6,39;6;0;0;1;1;0;2;3;1;0;14;0.9473684210526315;0.16666666666666666;0.05555555555555555;0.0;-0.125;0.0;4.5
6801;A;Pc;Tengstedt;Verona;23;5,91;6,7;6;0;0;1;1;0;1;2;0;0;14;0.6052631578947368;0.2608695652173913;0.043478260869565216;0.0;-0.043478260869565216;0.0;4.5
4179;A;A;Gonzalez N.;Juventus;23;5,96;6,37;3;0;0;0;0;0;2;3;0;0;13;0.6052631578947368;0.13043478260869565;0.08695652173913043;0.0;-0.06521739130434782;0.0;0.0
6398;A;"W;A";Isaksen;Lazio;37;6,05;6,34;4;0;0;0;0;0;1;5;0;0;13;0.9736842105263158;0.10810810810810811;0.02702702702702703;0.0;-0.06756756756756757;0.0;0.0
5471;A;Pc;Djuric;Parma;23;6;6,61;5;0;0;0;0;0;1;4;0;0;13;0.6052631578947368;0.21739130434782608;0.043478260869565216;0.0;-0.08695652173913043;0.0;0.0
608;A;Pc;Zapata D.;Torino;7;6,57;7,79;3;0;0;0;0;0;0;1;0;0;13;0.18421052631578946;0.42857142857142855;0.0;0.0;-0.07142857142857142;0.0;0.0
6630;A;Pc;Mosquera;Verona;33;5,88;6,3;5;0;0;0;0;0;1;4;0;0;13;0.868421052631579;0.15151515151515152;0.030303030303030304;0.0;-0.06060606060606061;0.0;0.0
495;A;A;Correa;Inter;15;6,13;6,57;2;0;0;0;0;0;2;3;0;0;13;0.39473684210526316;0.13333333333333333;0.13333333333333333;0.0;-0.1;0.0;0.0
6159;A;A;Sarr A.;Verona;29;5,86;6,26;4;0;0;0;0;0;0;1;0;0;13;0.7631578947368421;0.13793103448275862;0.0;0.0;-0.017241379310344827;0.0;0.0
6643;A;Pc;Dallinga;Bologna;23;5,96;6,41;3;0;0;0;0;0;2;1;0;0;12;0.6052631578947368;0.13043478260869565;0.08695652173913043;0.0;-0.021739130434782608;0.0;0.0
2438;A;Pc;Jovic;Milan;12;5,88;6,33;2;0;0;0;0;0;0;1;0;0;12;0.3157894736842105;0.16666666666666666;0.0;0.0;-0.041666666666666664;0.0;0.0
5882;A;A;Mota;Monza;31;5,84;6,31;5;0;0;0;0;0;1;3;0;0;12;0.8157894736842105;0.16129032258064516;0.03225806451612903;0.0;-0.04838709677419355;0.0;0.0
6833;A;A;Mbangula;Juventus;15;6,33;7,13;3;0;0;0;0;0;3;1;0;0;12;0.39473684210526316;0.2;0.2;0.0;-0.03333333333333333;0.0;0.0
4811;A;A;Joao Felix;Milan;12;6,04;6,42;2;0;0;0;0;0;0;3;0;0;12;0.3157894736842105;0.16666666666666666;0.0;0.0;-0.125;0.0;0.0
1958;A;A;Caprari;Monza;30;5,97;6,28;3;0;0;2;2;0;2;3;0;0;11;0.7894736842105263;0.1;0.06666666666666667;0.0;-0.05;0.0;7.5
7017;A;Pc;Douvikas;Como;12;6,21;6,75;2;0;0;0;0;0;1;1;0;0;11;0.3157894736842105;0.16666666666666666;0.08333333333333333;0.0;-0.041666666666666664;0.0;0.0
5297;A;A;Luvumbo;Cagliari;26;5,98;6,25;2;0;0;0;0;0;2;2;0;0;10;0.6842105263157895;0.07692307692307693;0.07692307692307693;0.0;-0.038461538461538464;0.0;0.0
5506;A;A;Ekuban;Genoa;18;6;6,31;1;0;0;0;0;0;3;1;0;0;10;0.47368421052631576;0.05555555555555555;0.16666666666666666;0.0;-0.027777777777777776;0.0;0.0
6556;A;A;Noslin;Lazio;19;6;6,37;2;0;0;0;0;0;2;2;0;0;10;0.5;0.10526315789473684;0.10526315789473684;0.0;-0.05263157894736842;0.0;0.0
6549;A;"W;A";Pierotti;Lecce;35;5,81;6,1;4;0;0;0;0;0;1;4;1;0;10;0.9210526315789473;0.11428571428571428;0.02857142857142857;0.0;-0.14285714285714285;0.0;0.0
2544;A;Pc;Abraham;Milan;24;5,94;6,33;3;0;0;2;1;1;4;1;0;0;10;0.631578947368421;0.125;0.16666666666666666;0.0;-0.020833333333333332;0.0;1.5
5881;A;Pc;Gytkjaer;Venezia;17;5,79;6,15;2;0;0;1;1;0;0;0;0;0;9;0.4473684210526316;0.11764705882352941;0.0;0.0;-0.0;0.0;4.5
345;A;A;Keita B.;Monza;10;5,9;6,4;2;0;0;0;0;0;0;2;0;0;9;0.2631578947368421;0.2;0.0;0.0;-0.1;0.0;0.0
6164;A;Pc;Vitinha O.;Genoa;22;5,89;6,25;2;0;0;0;0;0;3;2;0;0;8;0.5789473684210527;0.09090909090909091;0.13636363636363635;0.0;-0.045454545454545456;0.0;0.0
6653;A;A;Bravo;Udinese;16;6;6,28;2;0;0;0;0;0;0;3;0;0;8;0.42105263157894735;0.125;0.0;0.0;-0.09375;0.0;0.0
7016;A;A;Coman F.;Cagliari;9;6,06;6,28;1;0;0;0;0;0;0;2;0;0;8;0.23684210526315788;0.1111111111111111;0.0;0.0;-0.1111111111111111;0.0;0.0
7022;A;Pc;Fila;Venezia;9;5,83;6,33;2;0;0;0;0;0;0;1;1;0;8;0.23684210526315788;0.2222222222222222;0.0;0.0;-0.3888888888888889;0.0;0.0
7023;A;Pc;Pellegrino M.;Parma;11;6,14;6,86;3;0;0;0;0;0;0;2;0;0;8;0.2894736842105263;0.2727272727272727;0.0;0.0;-0.09090909090909091;0.0;0.0
6628;A;Pc;Taremi;Inter;18;5,97;6,22;1;0;0;1;1;0;2;1;0;0;7;0.47368421052631576;0.05555555555555555;0.1111111111111111;0.0;-0.027777777777777776;0.0;4.5
2061;A;Pc;Simeone;Napoli;19;5,92;6,11;1;0;0;0;0;0;1;1;0;0;7;0.5;0.05263157894736842;0.05263157894736842;0.0;-0.02631578947368421;0.0;0.0
5637;A;Pc;Davis K.;Udinese;16;6;6,38;2;0;0;0;0;0;1;2;0;0;7;0.42105263157894735;0.125;0.0625;0.0;-0.0625;0.0;0.0
247;A;Pc;Pavoletti;Cagliari;11;5,95;6,36;2;0;0;0;0;0;0;5;0;0;6;0.2894736842105263;0.18181818181818182;0.0;0.0;-0.22727272727272727;0.0;0.0
5500;A;"W;A";Cancellieri;Parma;25;5,76;6,04;3;0;0;0;0;0;0;2;1;0;6;0.6578947368421053;0.12;0.0;0.0;-0.16;0.0;0.0
6822;A;Pc;Ekhator;Genoa;15;5,87;6,1;1;0;0;0;0;0;1;1;0;0;6;0.39473684210526316;0.06666666666666667;0.06666666666666667;0.0;-0.03333333333333333;0.0;0.0
2325;A;A;Karamoh;Torino;21;5,9;5,9;0;0;0;0;0;0;1;2;0;0;6;0.5526315789473685;0.0;0.047619047619047616;0.0;-0.047619047619047616;0.0;0.0
2762;A;A;Kouame';Empoli;22;5,77;5,93;1;0;0;0;0;0;1;1;0;0;5;0.5789473684210527;0.045454545454545456;0.045454545454545456;0.0;-0.022727272727272728;0.0;0.0
6670;A;Pc;Charpentier;Parma;9;6,17;6,67;1;0;0;0;0;0;2;1;0;0;5;0.23684210526315788;0.1111111111111111;0.2222222222222222;0.0;-0.05555555555555555;0.0;0.0
479;A;Pc;Sanabria;Torino;22;5,7;5,84;2;0;0;1;0;1;1;2;0;0;5;0.5789473684210527;0.09090909090909091;0.045454545454545456;0.0;-0.045454545454545456;0.0;-1.5
6644;A;Pc;Rocha Livramento;Verona;22;5,8;5,89;1;0;0;0;0;0;1;2;1;0;5;0.5789473684210527;0.045454545454545456;0.045454545454545456;0.0;-0.18181818181818182;0.0;0.0
6207;A;"W;A";Almqvist;Parma;26;5,79;5,85;1;0;0;0;0;0;1;5;0;0;5;0.6842105263157895;0.038461538461538464;0.038461538461538464;0.0;-0.09615384615384616;0.0;0.0
186;A;A;Rebic;Lecce;18;5,89;5,92;1;0;0;0;0;0;0;3;1;0;5;0.47368421052631576;0.05555555555555555;0.0;0.0;-0.25;0.0;0.0
6227;A;A;Okafor;Napoli;12;5,88;6,12;1;0;0;0;0;0;0;0;0;0;4;0.3157894736842105;0.08333333333333333;0.0;0.0;-0.0;0.0;0.0
2103;A;Pc;Pellegri;Empoli;9;6,11;6,94;3;0;0;0;0;0;0;3;0;0;4;0.23684210526315788;0.3333333333333333;0.0;0.0;-0.16666666666666666;0.0;0.0
6914;A;A;Haj Mohamed;Parma;11;5,91;6,05;1;0;0;0;0;0;0;4;0;0;4;0.2894736842105263;0.09090909090909091;0.0;0.0;-0.18181818181818182;0.0;0.0
7001;A;"W;A";N'Dri;Lecce;7;5,86;5,86;0;0;0;0;0;0;0;0;0;0;4;0.18421052631578946;0.0;0.0;0.0;-0.0;0.0;0.0
7002;A;Pc;Ganvoula;Monza;7;5,5;5,5;0;0;0;0;0;0;0;0;0;0;4;0.18421052631578946;0.0;0.0;0.0;-0.0;0.0;0.0
5322;A;"W;A";Mihaila;Parma;20;5,78;5,88;0;0;0;0;0;0;3;2;0;0;3;0.5263157894736842;0.0;0.15;0.0;-0.05;0.0;0.0
6213;A;A;Brenner;Udinese;6;5,92;6,75;1;0;0;0;0;0;2;0;0;0;3;0.15789473684210525;0.16666666666666666;0.3333333333333333;0.0;-0.0;0.0;0.0
2475;A;A;Sanchez;Udinese;9;5,83;5,83;0;0;0;0;0;0;0;0;0;0;3;0.23684210526315788;0.0;0.0;0.0;-0.0;0.0;0.0
6250;A;Pc;Maric;Venezia;8;5,75;5,75;0;0;0;0;0;0;0;0;0;0;3;0.21052631578947367;0.0;0.0;0.0;-0.0;0.0;0.0
